"NO","KODE BARANG","NAMA BARANG","SATUAN","SALDO AWAL","HARGA","TOTAL"
"679eaea7-9da4-11eb-956f-d306a425ce97","3.13.233","Shampo","botol","","",""
"70dbe6da-9da4-11eb-956f-d306a425ce97","3.13.234","Sendal Jepit","pasang","","",""
"785cf450-9da4-11eb-956f-d306a425ce97","3.13.235","Sisir","Dosin","","",""
"9c205b98-9da4-11eb-956f-d306a425ce97","3.13.236","Minyak Angin","buah","","",""
"a7db551a-9da4-11eb-956f-d306a425ce97","3.13.237","Tolak Angin","box","","",""
"b3bf09d0-9da4-11eb-956f-d306a425ce97","3.13.238","Masker","box","","",""
"b9c8a1dc-9da4-11eb-956f-d306a425ce97","3.13.239","Sarung Tangan Karet","box","","",""
"d66300ff-9da4-11eb-956f-d306a425ce97","3.13.240","Celana Wanita / Pria","lusin","","",""
"dbb1c007-9da4-11eb-956f-d306a425ce97","3.13.241","B.H","lusin","","",""
"e1e2f638-9da4-11eb-956f-d306a425ce97","3.13.242","Celana Pendek","lusin","","",""
"a0df80ba-9db0-11eb-956f-d306a425ce97","3.13.243","Kain Pel","buah","","",""
"ad1e0ec4-9db0-11eb-956f-d306a425ce97","3.13.244","Keset 40 x 120","buah","","",""
"ba1f02ad-9db0-11eb-956f-d306a425ce97","3.13.245","Pemebersih Kaca","buah","","",""
"c52cad8d-9db0-11eb-956f-d306a425ce97","3.13.246","Kreolin","buah","","",""
"cc1f5652-9db0-11eb-956f-d306a425ce97","3.13.247","Tongkat Pel","buah","","",""
"d9c18ed1-9db0-11eb-956f-d306a425ce97","3.13.248","Sulak Bulu","buah","","",""
"e4ed586b-9db0-11eb-956f-d306a425ce97","3.13.249","Tempat Sampah Sedang","buah","","",""
"f2f29399-9db0-11eb-956f-d306a425ce97","3.13.250","Sapu Ijuk Panjang","buah","","",""
"f610c34b-9db0-11eb-956f-d306a425ce97","3.13.251","Sapu Ijuk Pendek","buah","","",""
"f89eb338-9db0-11eb-956f-d306a425ce97","3.13.252","Sapu Ijuk Kelapa","buah","","",""
"ffe25509-9db0-11eb-956f-d306a425ce97","3.13.253","Sapu Lowo-Lowo","buah","","",""
"11428d9f-9db1-11eb-956f-d306a425ce97","3.13.254","Tisu Isi 1000 Lembar","dus","","",""
"23652d44-9db1-11eb-956f-d306a425ce97","3.13.255","Cikrak Bambu","buah","","",""
"c992f5c0-9db1-11eb-956f-d306a425ce97","3.13.256","Gayung Air","buah","","",""
"d14f0b3a-9db1-11eb-956f-d306a425ce97","3.13.257","Keset 40 x 50 cm","buah","","",""
"d6a6a36c-9db1-11eb-956f-d306a425ce97","3.13.258","Kanebo","buah","","",""
"e102edf6-9db1-11eb-956f-d306a425ce97","3.13.259","Pembersih Lantai 900 ml","buah","","",""
"e9875856-9db1-11eb-956f-d306a425ce97","3.13.260","Pewangi Ruangan","buah","","",""
"eed11ab8-9db1-11eb-956f-d306a425ce97","3.13.261","Pewangi Kamar Mandi / WC","buah","","",""
"f9e9d331-9db1-11eb-956f-d306a425ce97","3.13.262","Isi Ulang Pewangi Ruangan ","buah","","",""
"0048e388-9db2-11eb-956f-d306a425ce97","3.13.263","Sikat WC","buah","","",""
"03671a3a-9db2-11eb-956f-d306a425ce97","3.13.264","Sikat Plastik","buah","","",""
"0780fb21-9db2-11eb-956f-d306a425ce97","3.13.265","Kapur Barus","buah","","",""
"f01c5401-9e69-11eb-956f-d306a425ce97","3.13.266","Mouse","buah","","",""
"4932e5a3-a18e-11eb-956f-d306a425ce97","3.13.267","Flashdisk","buah","","",""
"d1956642-a18e-11eb-956f-d306a425ce97","3.13.268","Sabun Colek","buah","","",""
"d86ba034-a18e-11eb-956f-d306a425ce97","3.13.269","Sabun Cuci Tangan","buah","","",""
"e7f9940d-a18e-11eb-956f-d306a425ce97","3.13.270","Tisu","buah","","",""
"ed882652-a18e-11eb-956f-d306a425ce97","3.13.271","Sabun Cuci Piring","buah","","",""
"0fbe896b-a18f-11eb-956f-d306a425ce97","3.13.272","Pembersih Lantai 450 ml","buah","","",""
"3b853922-a18f-11eb-956f-d306a425ce97","3.13.273","Ember Plastik Cangkingan","buah","","",""
"5265c449-a18f-11eb-956f-d306a425ce97","3.13.274","Tempat Sampah Plastik","buah","","",""
"645fe53d-a18f-11eb-956f-d306a425ce97","3.13.275","Sapu Lidi","buah","","",""
"67c89391-a18f-11eb-956f-d306a425ce97","3.13.276","Sapu Lidi Bertangkai","buah","","",""
"50ca26b6-a3e7-11eb-956f-d306a425ce97","3.13.277","Retribusi Sampah","Kegiatan","","",""
"18af5bb4-a417-11eb-956f-d306a425ce97","3.13.278","Sendok","pack","","",""
"1d3a3293-a417-11eb-956f-d306a425ce97","3.13.279","Gelas","pack","","",""
"c916b41c-a417-11eb-956f-d306a425ce97","3.13.280","Folio HVS 80 Gram","rim","","",""
"d495696e-a417-11eb-956f-d306a425ce97","3.13.281","Doble Folio HVS 80 Gram","rim","","",""
"35c1f441-a418-11eb-956f-d306a425ce97","3.13.282","Cetak Sampul SPD","lembar","","",""
"cd5f5fc0-a632-11eb-956f-d306a425ce97","3.13.283","Fotocopy","lembar","","",""
"049944d7-a633-11eb-956f-d306a425ce97","3.13.284","Lakban Kertas ","m2","","",""
"bada9b3f-a64c-11eb-956f-d306a425ce97","3.13.285","Ikrak Blek","buah","","",""
"cb269288-a64c-11eb-956f-d306a425ce97","3.13.286","Pewangi Ruangan","botol","","",""
"d4c49f75-a64c-11eb-956f-d306a425ce97","3.13.287","Sabun Mandi Cair","botol","","",""
"375c70ea-a657-11eb-956f-d306a425ce97","3.13.288","Dekorasi","paket","","",""
"68db847c-a71a-11eb-956f-d306a425ce97","3.13.289","Kain Pel Besar","buah","","",""
"6c459980-a71a-11eb-956f-d306a425ce97","3.13.290","Kain Pel Kecil","buah","","",""
"7b099536-a71a-11eb-956f-d306a425ce97","3.13.291","Keset","buah","","",""
"89714b86-a71a-11eb-956f-d306a425ce97","3.13.292","Lab Kain","buah","","",""
"adfaa8c3-a71a-11eb-956f-d306a425ce97","3.13.293","Pembersih Keramik","buah","","",""
"c0d40929-a71a-11eb-956f-d306a425ce97","3.13.294","Obat Nyamuk Semprot 400 ml","buah","","",""
"726a5aee-a722-11eb-956f-d306a425ce97","3.13.295","Cikrak Blek","buah","","",""
"78ae389f-a722-11eb-956f-d306a425ce97","3.13.296","Cikrak Plastik","buah","","",""
"8725fd16-a722-11eb-956f-d306a425ce97","3.13.297","lampu Darurat","buah","","",""
"91e96280-a722-11eb-956f-d306a425ce97","3.13.298","Pewangi Kapur Barus","buah","","",""
"9ed93e8f-a722-11eb-956f-d306a425ce97","3.13.299","Pewangi Closet","buah","","",""
"a9509d5c-a722-11eb-956f-d306a425ce97","3.13.300","Sulak Buku","buah","","",""
"accdc020-a722-11eb-956f-d306a425ce97","3.13.301","Sulak Rafia","buah","","",""
"e2a177b8-a726-11eb-956f-d306a425ce97","3.13.302","Tissu basah","buah","","",""
"eda35f92-a726-11eb-956f-d306a425ce97","3.13.303","Skrap Genggam","buah","","",""
"ffdbc681-a726-11eb-956f-d306a425ce97","3.13.304","Handzanitazer","buah","","",""
"04893680-a727-11eb-956f-d306a425ce97","3.13.305","Termogun","buah","","",""
"ec9ba984-a72a-11eb-956f-d306a425ce97","3.13.306","Pembersih Kaca Kecil","buah","","",""
"b4583228-a72d-11eb-956f-d306a425ce97","3.13.307","Glove ","box","","",""
"d9611ea0-a72d-11eb-956f-d306a425ce97","3.13.308","Tempat Sampah Plastik Besar","box","","",""
"e46149cf-a72d-11eb-956f-d306a425ce97","3.13.309","Tempat Sampah Plastik Tutup Besar","box","","",""
"6d9a03c9-a75d-11eb-956f-d306a425ce97","3.13.310","Obat Nyamuk Semprot 900 ml ","botol","","",""
"bc5049c6-a7ca-11eb-956f-d306a425ce97","3.13.311","LHU DORSLAG","lembar","","",""
"d3806e2b-a7ca-11eb-956f-d306a425ce97","3.13.312","Pembersih Kaca Besar","buah","","",""
"f00f625d-a7ca-11eb-956f-d306a425ce97","3.13.313","Sapu Rayung Panjang","buah","","",""
"fb14933b-a7ca-11eb-956f-d306a425ce97","3.13.314","Sapu Lidi Aren","buah","","",""
"0af91e6c-a7cb-11eb-956f-d306a425ce97","3.13.315","Cikrak Bambu Besar","buah","","",""
"15f7c2a9-a7cb-11eb-956f-d306a425ce97","3.13.316","Sekop Tangkai Kayu","buah","","",""
"1d4eeb74-a7cb-11eb-956f-d306a425ce97","3.13.317","Garuk Sampah Ukuran Sedang","buah","","",""
"297c8aab-a7cb-11eb-956f-d306a425ce97","3.13.318","Cangkul","buah","","",""
"48962e29-a7cb-11eb-956f-d306a425ce97","3.13.320","Keset Karet (60x9 cm)","buah","","",""
"5df6da6f-a7cb-11eb-956f-d306a425ce97","3.13.322","Sprayer","buah","","",""
"6ba26f7c-a7cb-11eb-956f-d306a425ce97","3.13.323","Selang Spiral","meter","","",""
"6e50490c-a7cb-11eb-956f-d306a425ce97","3.13.324","Selang Air","meter","","",""
"7a625eb6-a7cb-11eb-956f-d306a425ce97","3.13.325","Gunting Kebun","buah","","",""
"81c6649f-a7cb-11eb-956f-d306a425ce97","3.13.326","Linggis Besar","buah","","",""
"8959f53e-a7cb-11eb-956f-d306a425ce97","3.13.327","Palu / Godam","buah","","",""
"f506f41f-b13a-11eb-956f-d306a425ce97","3.13.328","Celana panjang","Dosin","","",""
"fea2542f-b13a-11eb-956f-d306a425ce97","3.13.329","Daster","Dosin","","",""
"0591480b-b13b-11eb-956f-d306a425ce97","3.13.330","Kaos","Dosin","","",""
"626bd36b-b145-11eb-956f-d306a425ce97","3.13.331","Obat Nyamuk Bakar","dus","","",""
"aceabd61-b146-11eb-956f-d306a425ce97","3.13.332","Pembersih Closet","buah","","",""
"d4ef7f3a-b147-11eb-956f-d306a425ce97","3.13.333","Kain Pembersih Kaca","buah","","",""
"efd05604-c1de-11eb-956f-d306a425ce97","3.13.334","Gunting Besar Tangkai Plastik","buah","","",""
"ff246aa1-c1de-11eb-956f-d306a425ce97","3.13.335","Isolasi Parfix 1 x 27","buah","","",""
"0bbffa82-c1df-11eb-956f-d306a425ce97","3.13.336","Spidol Permanen Besar","buah","","",""
"11591866-c1df-11eb-956f-d306a425ce97","3.13.337","Spidol Boardmarker","buah","","",""
"1e2fcccd-c1df-11eb-956f-d306a425ce97","3.13.338","Tali Rafia","gulung","","",""
"2b4e3f83-c1df-11eb-956f-d306a425ce97","3.13.339","Plastik","pack","","",""
"366aa046-c1df-11eb-956f-d306a425ce97","3.13.340","Plastik Klip","pack","","",""
"405d12d4-c1df-11eb-956f-d306a425ce97","3.13.341","Pisau Cutter Besar","buah","","",""
"47fa5aaa-c1df-11eb-956f-d306a425ce97","3.13.342","Pisau Cutter Kecil","buah","","",""
"8bff9016-c1df-11eb-956f-d306a425ce97","3.13.343","Plastik Sedang","pack","","",""
"91011ef6-c1df-11eb-956f-d306a425ce97","3.13.344","Plastik Kecil","pack","","",""
"95b91463-c1df-11eb-956f-d306a425ce97","3.13.345","Plastik Besar","pack","","",""
"2912c779-c4eb-11eb-956f-d306a425ce97","3.13.347","Sapu gagang","buah","","",""
"2e944fb3-c4eb-11eb-956f-d306a425ce97","3.13.348","Sabit besar","buah","","",""
"334746e9-c4eb-11eb-956f-d306a425ce97","3.13.349","Terpal","buah","","",""
"d8eb5f22-c8f9-11eb-956f-d306a425ce97","3.13.350","Disinfektan","unit","","",""
"e6a85ba6-c8f9-11eb-956f-d306a425ce97","3.13.351","Masker Earloop","buah","","",""
"d0714551-c9ba-11eb-956f-d306a425ce97","3.13.352","Karpet Bagus","meter","","",""
"8318071f-ca00-11eb-956f-d306a425ce97","3.13.353","Kertas HVS 70 gr","rim","","",""
"880dbd5e-ca00-11eb-956f-d306a425ce97","3.13.354","Kertas HVS 70 gr DF","rim","","",""
"907f22f2-ca00-11eb-956f-d306a425ce97","3.13.355","Stopmap Plastik Tipis berkancing/ bertali","buah","","",""
"9afa6b78-ca00-11eb-956f-d306a425ce97","3.13.356","Stopmap folio kertas","buah","","",""
"9f9b11e6-ca00-11eb-956f-d306a425ce97","3.13.357","Snelhecter Plastik","buah","","",""
"a4864867-ca00-11eb-956f-d306a425ce97","3.13.358","File Box Besar","buah","","",""
"b1bd8290-ca00-11eb-956f-d306a425ce97","3.13.360","Lem Stik/ blue stik 30 ml","buah","","",""
"b70789dd-ca00-11eb-956f-d306a425ce97","3.13.361","Sticky Notes","buah","","",""
"c07f75ce-ca00-11eb-956f-d306a425ce97","3.13.362","Binder Clips Nomor 200","dus","","",""
"c533343e-ca00-11eb-956f-d306a425ce97","3.13.363","Binder Clips Nomor 111","dus","","",""
"cbb9a918-ca00-11eb-956f-d306a425ce97","3.13.364","Ballpoint  Kering","buah","","",""
"d332b56e-ca00-11eb-956f-d306a425ce97","3.13.365","Ballpoint Basah","buah","","",""
"dcde99a1-ca00-11eb-956f-d306a425ce97","3.13.366","Paper Clips Sedang","pack","","",""
"e6e75531-ca00-11eb-956f-d306a425ce97","3.13.367","Odner Folio","buah","","",""
"eabbfe20-ca00-11eb-956f-d306a425ce97","3.13.368","Stapler/ Heacmacine kecil HD-10","buah","","",""
"f1c93464-ca00-11eb-956f-d306a425ce97","3.13.369","Jepitan Kertas Sedang","buah","","",""
"f222c718-ca00-11eb-956f-d306a425ce97","3.13.370","Jepitan Kertas Sedang","buah","","",""
"f8e315e8-ca00-11eb-956f-d306a425ce97","3.13.371","Staplers / isi stapler heacmacine kecil No. 10","buah","","",""
"fdc2ec0b-ca00-11eb-956f-d306a425ce97","3.13.372","Toner Laser Jet","buah","","",""
"04608e30-ca01-11eb-956f-d306a425ce97","3.13.373","Epson Hitan 70 ml","set","","",""
"199ad1d1-cf30-11eb-956f-d306a425ce97","3.13.374","Keset Karpet 40 x 60 cm","buah","","",""
"1e4dd964-cf30-11eb-956f-d306a425ce97","3.13.375","Lap Pembersih Kaca Kecil","buah","","",""
"23bfdacd-cf30-11eb-956f-d306a425ce97","3.13.376","Pewangi Ruangan Gantung","buah","","",""
"280303f5-cf30-11eb-956f-d306a425ce97","3.13.377","Tong Sampah Besar","buah","","",""
"31a7cdb3-cf30-11eb-956f-d306a425ce97","3.13.379","Masker Kain","buah","","",""
"ecd2959f-d233-11eb-956f-d306a425ce97","3.13.380","Gorden","Rel","","",""
"840a9591-d569-11eb-956f-d306a425ce97","3.13.381","Plastik Sampah Hitam 80x100","pcs","","",""
"8fbe5353-d569-11eb-956f-d306a425ce97","3.13.382","Plastik Sampah Hitam 50x60","pcs","","",""
"9ba9df6f-d569-11eb-956f-d306a425ce97","3.13.383","Dry Dust Cleaner","jerigen","","",""
"a6e3898d-d569-11eb-956f-d306a425ce97","3.13.384","Pembersih Kaca","jerigen","","",""
"b7169a49-d569-11eb-956f-d306a425ce97","3.13.385","Pembersih Kerak Kamar Mandi","jerigen","","",""
"bfe1c2b2-d569-11eb-956f-d306a425ce97","3.13.386","Karbol","jerigen","","",""
"c7efc653-d569-11eb-956f-d306a425ce97","3.13.387","Pembersih Lantai","jerigen","","",""
"d68318b1-d569-11eb-956f-d306a425ce97","3.13.388","Pengurai Tinja","botol","","",""
"dee8719b-d569-11eb-956f-d306a425ce97","3.13.389","Pengharum Ruangan Gantung","botol","","",""
"ea90c18d-d569-11eb-956f-d306a425ce97","3.13.390","Kapur Barus Ball","pack","","",""
"f6333279-d569-11eb-956f-d306a425ce97","3.13.391","Handsoap","jerigen","","",""
"00524309-d56a-11eb-956f-d306a425ce97","3.13.392","Ember","biji","","",""
"07dc90bf-d56a-11eb-956f-d306a425ce97","3.13.393","Keset","biji","","",""
"101ac9ab-d56a-11eb-956f-d306a425ce97","3.13.394","Sabit Besar","biji","","",""
"17ffb0c2-d56a-11eb-956f-d306a425ce97","3.13.395","Sapu Lidi","biji","","",""
"1fb93382-d56a-11eb-956f-d306a425ce97","3.13.396","Sabu Ijuk","biji","","",""
"29c9855b-d56a-11eb-956f-d306a425ce97","3.13.397","Kain Mop","biji","","",""
"3194a8dc-d56a-11eb-956f-d306a425ce97","3.13.398","Kain Pel Kecil","biji","","",""
"38ead185-d56a-11eb-956f-d306a425ce97","3.13.399","Tempat Sampah","biji","","",""
"40fb18a6-d56a-11eb-956f-d306a425ce97","3.13.400","Sikat WC","biji","","",""
"0d9c1197-d7d9-11eb-956f-d306a425ce97","3.13.401","Plastik Kartu Berobat","pack","","",""
"17239a40-d7da-11eb-956f-d306a425ce97","3.13.402","Kertas Puyer","pack","","",""
"346d5e41-d7da-11eb-956f-d306a425ce97","3.13.403","Plastik Klip","pack","","",""
"c4285aba-d7da-11eb-956f-d306a425ce97","3.13.404","Senter","buah","","",""
"2181ce2f-d88c-11eb-956f-d306a425ce97","3.13.405","Sarung Tangan","pasang","","",""
"9a83d561-dd3b-11eb-956f-d306a425ce97","3.13.406","kaos","buah","","",""
"bb942507-dd3b-11eb-956f-d306a425ce97","3.13.407","souvenir","buah","","",""
"31529f48-dd3c-11eb-956f-d306a425ce97","3.13.408","bahan kontak","paket","","",""
"e3383cb2-dd4e-11eb-956f-d306a425ce97","3.13.409","Handuk Kecil","botol","","",""
"2b070cf9-dd64-11eb-956f-d306a425ce97","3.13.410","Pipa Air Limbah diameter 4/6m","buah","","",""
"31fc2312-dd64-11eb-956f-d306a425ce97","3.13.411","Submersible pump besar","unit","","",""
"5bb0b24d-dd64-11eb-956f-d306a425ce97","3.13.412","Besi Hollow Galvanis 1,8/3,8 cm t 0,3","meter","","",""
"9d606908-ddf8-11eb-956f-d306a425ce97","3.13.413","Kalkulator","buah","","",""
"cf831dc2-de25-11eb-956f-d306a425ce97","3.13.415","Face Shield","buah","","",""
"d99c90fd-deed-11eb-956f-d306a425ce97","3.13.416","APD","pcs","","",""
"7f56e7ff-def9-11eb-956f-d306a425ce97","3.13.417","Partisi Pendaftaran","paket","","",""
"823cd32c-def9-11eb-956f-d306a425ce97","3.13.418","Partisi Meja","paket","","",""
"8613e400-def9-11eb-956f-d306a425ce97","3.13.419","Partisi Meja KIA","paket","","",""
"72df2780-dfa8-11eb-956f-d306a425ce97","3.13.420","Tas Dokumen","buah","","",""
"13f805b4-e05c-11eb-956f-d306a425ce97","3.13.421","Buku saku pengasuhan 1000 hari pertama kehidupan","buah","","",""
"19dcbbf2-e05c-11eb-956f-d306a425ce97","3.13.422","alat pantau tumbuh kembang anak: Kalender pengasuhan 1000 HPK,KKA dan Buku","buah","","",""
"1eaf54b4-e05c-11eb-956f-d306a425ce97","3.13.423","Board Game""Pengasuhan 1000 HPK""","buah","","",""
"4d597f22-e05c-11eb-956f-d306a425ce97","3.13.424","Mainan Gantung Bayi","buah","","",""
"51021507-e05c-11eb-956f-d306a425ce97","3.13.425","Buku Kain Stimulasi","buah","","",""
"55094341-e05c-11eb-956f-d306a425ce97","3.13.426","6 In 1 Pusat aktifitas anak","buah","","",""
"599d2e0c-e05c-11eb-956f-d306a425ce97","3.13.427","Flasdisk e - BKB emas","buah","","",""
"5de38a5d-e05c-11eb-956f-d306a425ce97","3.13.428","Modul BKB","buah","","",""
"61d60a5c-e05c-11eb-956f-d306a425ce97","3.13.429","Ular tangga ""pengasuhan 1000 HPK""","buah","","",""
"65ba7106-e05c-11eb-956f-d306a425ce97","3.13.430","Flasdisk tutorial penggunaan alat permainan (0-2 tahun)","buah","","",""
"6a894e3e-e05c-11eb-956f-d306a425ce97","3.13.431","Tas BKB Stanting","buah","","",""
"6ea2998a-e05c-11eb-956f-d306a425ce97","3.13.432","Kardus BKB Kit Stanting","buah","","",""
"71cda733-e05c-11eb-956f-d306a425ce97","3.13.433","Tas Penyimpanan alat permainan anak","buah","","",""
"76428e5d-e05c-11eb-956f-d306a425ce97","3.13.434","Tablet laptop","buah","","",""
"79e3b3f4-e05c-11eb-956f-d306a425ce97","3.13.435","proyektor","buah","","",""
"7e0f1524-e05c-11eb-956f-d306a425ce97","3.13.436","layar proyektor + triport","buah","","",""
"c63e09a9-e05c-11eb-956f-d306a425ce97","3.13.437","Tablet","buah","","",""
"ca1d6652-e05c-11eb-956f-d306a425ce97","3.13.438","Komik edukasi genta dan rere belajar hidup sehat","buah","","",""
"cdf9467d-e05c-11eb-956f-d306a425ce97","3.13.439","Komik edukasi genta dan rere beranjak dewasa","buah","","",""
"d199a876-e05c-11eb-956f-d306a425ce97","3.13.440","Komik edukasi genta dan rere bertanya pada ibu","buah","","",""
"d51c9e5d-e05c-11eb-956f-d306a425ce97","3.13.441","Komik edukasi genta dan rere Baper","buah","","",""
"d88b2e58-e05c-11eb-956f-d306a425ce97","3.13.442","Komik edukasi genta dan rere mengenal perilaku beresiko","buah","","",""
"dcc06e87-e05c-11eb-956f-d306a425ce97","3.13.443","Komik edukasi genta dan rere belum siap nikah","buah","","",""
"e05d829f-e05c-11eb-956f-d306a425ce97","3.13.444","Komik edukasi genta dan rere sudah siap nikah","buah","","",""
"e46d12fd-e05c-11eb-956f-d306a425ce97","3.13.445","Komik edukasi genta dan rere membina keluarga","buah","","",""
"e8e5d307-e05c-11eb-956f-d306a425ce97","3.13.446","Komik edukasi genta dan rere menjadi orang tua","buah","","",""
"eca5f977-e05c-11eb-956f-d306a425ce97","3.13.447","Tas","buah","","",""
"7f0d9ba5-e3a1-11eb-956f-d306a425ce97","3.13.448","Batik","meter","","",""
"19db2347-e45e-11eb-956f-d306a425ce97","3.13.449","Beras ","kg","","",""
"2087714f-e45e-11eb-956f-d306a425ce97","3.13.450","Gula pasir","kg","","",""
"267bc935-e45e-11eb-956f-d306a425ce97","3.13.451","Teh","kg","","",""
"22e06eab-e528-11eb-956f-d306a425ce97","3.13.452","Sabun Bubuk","kg","","",""
"306c03d2-e528-11eb-956f-d306a425ce97","3.13.453","Sabun Cuci Cair","botol","","",""
"3c6cd93f-e528-11eb-956f-d306a425ce97","3.13.454","Tissue Refill hand towel","pack","","",""
"3ccb2150-e528-11eb-956f-d306a425ce97","3.13.455","Pewangi/Pengharum Kain","Sachet","","",""
"6fb5390b-e528-11eb-956f-d306a425ce97","3.13.456","Pembersih lantai","buah","","",""
"75e5c0fb-e528-11eb-956f-d306a425ce97","3.13.457","Obat Rumput","buah","","",""
"7bdf05ba-e528-11eb-956f-d306a425ce97","3.13.458","Plastik Sampah Kuning","pcs","","",""
"85515f5e-e528-11eb-956f-d306a425ce97","3.13.459","Pisau Potong Rumput","buah","","",""
"8a220cf8-e528-11eb-956f-d306a425ce97","3.13.460","Busi Potong Rumput","buah","","",""
"911b0aac-e528-11eb-956f-d306a425ce97","3.13.461","Kertas Termal","roll","","",""
"95a36aba-e528-11eb-956f-d306a425ce97","3.13.462","Plastik Wrap","roll","","",""
"9bedbc99-e528-11eb-956f-d306a425ce97","3.13.463","Plastik Klip 10 x 15","pack","","",""
"9fd44993-e528-11eb-956f-d306a425ce97","3.13.464","Plastik Klip 7 x 10","pack","","",""
"a4f2f337-e528-11eb-956f-d306a425ce97","3.13.465","Plastik Klip 5 x 8","pack","","",""
"abf605ba-e528-11eb-956f-d306a425ce97","3.13.466","MMT","meter","","",""
"f21ba11c-e83d-11eb-956f-d306a425ce97","3.13.467","Keset Sepet Pintu Masuk Utama (250x60 cm) ","buah","","",""
"01d8a271-e83e-11eb-956f-d306a425ce97","3.13.468","Sabun Mandi Batang","buah","","",""
"1b5f915f-e85e-11eb-956f-d306a425ce97","3.13.469","Serbet","buah","","",""
"213cdbfd-e85e-11eb-956f-d306a425ce97","3.13.470","Obat Semut","buah","","",""
"2e8d99c1-e85e-11eb-956f-d306a425ce97","3.13.471","Pupuk","kg","","",""
"345acf22-e85e-11eb-956f-d306a425ce97","3.13.472","EM4 ","buah","","",""
"383ac8f8-e85e-11eb-956f-d306a425ce97","3.13.473","Pakan Ikan","buah","","",""
"3baa3227-e85e-11eb-956f-d306a425ce97","3.13.474","Tempat tisu dinding","buah","","",""
"3f39dd20-e85e-11eb-956f-d306a425ce97","3.13.475","Kantong plastik kuning sedang ukuran 60x100","buah","","",""
"42bc66ce-e85e-11eb-956f-d306a425ce97","3.13.476","kantong plastik kuning sedang ukuran 40x60","buah","","",""
"dc6305c3-e9d3-11eb-956f-d306a425ce97","3.13.477","stabilo","pak","","",""
"39235359-eab7-11eb-956f-d306a425ce97","3.13.478","Obat Foging","liter","","",""
"25b0ca48-eac4-11eb-956f-d306a425ce97","3.13.479","Obat Foging","liter","","",""
"b07957b3-eb73-11eb-956f-d306a425ce97","3.13.480","Chammber Meja Besar","unit","","",""
"b59dc950-eb73-11eb-956f-d306a425ce97","3.13.481","Chammber Meja Kecil","unit","","",""
"4b701d17-ed4b-11eb-956f-d306a425ce97","3.13.482","Ongkos Kirim","buah","","",""
"565a3da3-ed4b-11eb-956f-d306a425ce97","3.13.483","Masker Medis","pcs","","",""
"5cd2f9cb-ed4b-11eb-956f-d306a425ce97","3.13.484","Masker KN-95","pcs","","",""
"67617704-ed4b-11eb-956f-d306a425ce97","3.13.485","Handscoon Steril","pasang","","",""
"7362eba6-ed4b-11eb-956f-d306a425ce97","3.13.486","Handscoon non steril ","pasang","","",""
"7b2d7e8d-ed4b-11eb-956f-d306a425ce97","3.13.487","Handscoon","dus","","",""
"8e975619-eedb-11eb-956f-d306a425ce97","3.13.488","Container","buah","","",""
"c5ab828e-ef58-11eb-956f-d306a425ce97","3.13.489","Jagung","kg","","",""
"c9bd5372-ef58-11eb-956f-d306a425ce97","3.13.490","Singkong","kg","","",""
"cda5d7e1-ef58-11eb-956f-d306a425ce97","3.13.491","Talas","kg","","",""
"d3a648a9-ef58-11eb-956f-d306a425ce97","3.13.492","Ubi Jalar / Tela Ungu","kg","","",""
"db4e9e67-ef58-11eb-956f-d306a425ce97","3.13.493","Piala","buah","","",""
"e6b64128-f025-11eb-956f-d306a425ce97","3.13.494","Piala","set","","",""
"e987ecdf-f03d-11eb-956f-d306a425ce97","3.13.495","Plastik sheet","pak","","",""
"f947cf87-f03d-11eb-956f-d306a425ce97","3.13.496","Glove","buah","","",""
"069874ee-f03e-11eb-956f-d306a425ce97","3.13.497","N2 cair","liter","","",""
"0f614fda-f03e-11eb-956f-d306a425ce97","3.13.498","Straw Sapi","dosis","","",""
"851c6bd7-f209-11eb-956f-d306a425ce97","3.13.499","Sepatu Boot","pasang","","",""
"ad78bd52-f2ce-11eb-956f-d306a425ce97","3.13.500","Piala Duta Wisata Juara I","buah","","",""
"b0178940-f2ce-11eb-956f-d306a425ce97","3.13.501","Piala Duta Wisata Juara II","buah","","",""
"b2505c6e-f2ce-11eb-956f-d306a425ce97","3.13.502","Piala Duta Wisata Juara III","buah","","",""
"bc42e850-f2ce-11eb-956f-d306a425ce97","3.13.503","Piala Duta Wisata Juara Harapan I","buah","","",""
"c186c8db-f2ce-11eb-956f-d306a425ce97","3.13.504","Piala Duta Wisata Juara Harapan II","buah","","",""
"c3d15946-f2ce-11eb-956f-d306a425ce97","3.13.505","Piala Duta Wisata Juara Harapan III","buah","","",""
"d0e0d699-f2ce-11eb-956f-d306a425ce97","3.13.506","Piala Duta Wisata Juara Intelegensi","buah","","",""
"dde3dbff-f2ce-11eb-956f-d306a425ce97","3.13.507","Piala Duta Wisata Juara Favorit","buah","","",""
"e2607f34-f2ce-11eb-956f-d306a425ce97","3.13.508","Piala Duta Wisata Juara Kepribadian","buah","","",""
"eb9c9d68-f2ce-11eb-956f-d306a425ce97","3.13.509","Piala Duta Wisata Juara Fotogenik","buah","","",""
"f8315f54-f2ce-11eb-956f-d306a425ce97","3.13.510","Slempang Duta WIsata","buah","","",""
"045def46-f2cf-11eb-956f-d306a425ce97","3.13.511","MMT Backdrop","buah","","",""
"01e8c86c-f363-11eb-956f-d306a425ce97","3.13.512","Oven","buah","","",""
"06380c1b-f363-11eb-956f-d306a425ce97","3.13.513","Kompor Listrik","buah","","",""
