"NO";"KODE BARANG";"NAMA BARANG";"SATUAN";"SALDO AWAL";"HARGA";"TOTAL"
"2f58de1d-a32a-11ec-a539-3aaaa53c3c78";"3.3.10163";"Cetak Blangko Ukuran ? folio Plano Kertas HVS warna, 1 muka";"lembar";"";"";""
"2f58dec4-a32a-11ec-a539-3aaaa53c3c78";"3.3.10164";"Cetak Blangko Ukuran ? folio Plano Kertas HVS warna, 2 muka";"lembar";"";"";""
"2f58df6e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10165";"Cetak Blangko Ukuran ? folio Plano Kertas HVS, 1 muka";"lembar";"";"";""
"2f58e016-a32a-11ec-a539-3aaaa53c3c78";"3.3.10166";"Cetak Blangko Ukuran ? folio Plano Kertas HVS, 2 muka";"lembar";"";"";""
"2f58e0c3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10167";"Cetak Blangko Ukuran ? folio Top NCR, 1 muka";"lembar";"";"";""
"2f58e16e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10168";"Cetak Blangko Ukuran 1 folio 60 gr kertas HVS, 1 muka";"lembar";"";"";""
"2f58e21b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10169";"Cetak Blangko Ukuran 1 folio 60 gr kertas HVS, 2 muka";"lembar";"";"";""
"2f58e2c8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10170";"Cetak Blangko Ukuran 1 folio 70 gr kertas HVS, 1 muka";"lembar";"";"";""
"2f58e379-a32a-11ec-a539-3aaaa53c3c78";"3.3.10171";"Cetak Blangko Ukuran 1 folio 70 gr kertas HVS, 2 muka                                                                                                                                                                                                                                                   ";"lembar";"";"";""
"2f58e435-a32a-11ec-a539-3aaaa53c3c78";"3.3.10172";"Cetak Blangko Ukuran 1 folio 80 gr kertas HVS, 1 muka";"lembar";"";"";""
"2f58e4e5-a32a-11ec-a539-3aaaa53c3c78";"3.3.10173";"Cetak Blangko Ukuran 1 folio 80 gr kertas HVS, 2 muka                                                                                                                                                                                                                                                   ";"lembar";"";"";""
"2f58e59b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10174";"Cetak Blangko Ukuran 1 folio kertas Dico, 1 muka";"lembar";"";"";""
"2f58e64c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10175";"Cetak Blangko Ukuran 1 folio kertas doorslag warna, 1 muka";"lembar";"";"";""
"2f58e6fd-a32a-11ec-a539-3aaaa53c3c78";"3.3.10176";"Cetak Blangko Ukuran 1 folio kertas doorslag, 1 muka";"lembar";"";"";""
"2f58e7af-a32a-11ec-a539-3aaaa53c3c78";"3.3.10177";"Cetak Blangko Ukuran 1 folio kertas doorslag, 2 muka";"lembar";"";"";""
"2f58e863-a32a-11ec-a539-3aaaa53c3c78";"3.3.10178";"Cetak Blangko Ukuran 1 folio kertas HVS warna, 1 muka";"lembar";"";"";""
"2f58e917-a32a-11ec-a539-3aaaa53c3c78";"3.3.10179";"Cetak Blangko Ukuran 1 folio kertas HVS warna, 2 muka";"lembar";"";"";""
"2f58ea0a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10180";"Cetak Blangko Ukuran 1 folio kertas HVS, 1 muka";"lembar";"";"";""
"2f58eab0-a32a-11ec-a539-3aaaa53c3c78";"3.3.10181";"Cetak Blangko Ukuran 1 folio kertas HVS, 2 muka";"lembar";"";"";""
"2f58eb54-a32a-11ec-a539-3aaaa53c3c78";"3.3.10182";"Cetak Blangko Ukuran 1 folio kertas Manila, 1 muka";"lembar";"";"";""
"2f58ebf9-a32a-11ec-a539-3aaaa53c3c78";"3.3.10183";"Cetak Blangko Ukuran 1 folio kertas Manila, 2 muka";"lembar";"";"";""
"2f58eca3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10184";"Cetak Blangko Ukuran 1 folio Middle NCR, 1 muka";"lembar";"";"";""
"2f58ed55-a32a-11ec-a539-3aaaa53c3c78";"3.3.10185";"Cetak Blangko Ukuran 1 folio Top NCR, 1 muka";"lembar";"";"";""
"2f58edfc-a32a-11ec-a539-3aaaa53c3c78";"3.3.10186";"Cetak Blangko Ukuran 1 Kwarto 60 gr kertas HVS, 2 muka";"lembar";"";"";""
"2f58eea3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10187";"Cetak Blangko Ukuran 1 Kwarto 70 gr kertas HVS, 2 muka";"lembar";"";"";""
"2f58ef4b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10188";"Cetak Blangko Ukuran 1 Kwarto Kertas classic, 1 muka";"lembar";"";"";""
"2f58eff2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10189";"Cetak Blangko Ukuran 1 Plano Kertas Doorslag, 1 muka";"lembar";"";"";""
"2f58f09a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10190";"Cetak Blangko Ukuran 1/4 folio Bottom NCR, 1 muka";"lembar";"";"";""
"2f58f145-a32a-11ec-a539-3aaaa53c3c78";"3.3.10191";"Cetak Blangko Ukuran 1/4 folio Kertas Manila/BC, 2 muka";"lembar";"";"";""
"2f58f1f2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10192";"Cetak Blangko Ukuran 2 folio 60 gr Kertas HVS, 1 muka";"lembar";"";"";""
"2f58f29e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10193";"Cetak Blangko Ukuran 2 folio 60 gr Kertas HVS, 2 muka";"lembar";"";"";""
"2f58f34c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10194";"Cetak Blangko Ukuran 2 folio 70 gr Kertas HVS, 1 muka";"lembar";"";"";""
"2f58f3f9-a32a-11ec-a539-3aaaa53c3c78";"3.3.10195";"Cetak Blangko Ukuran 2 folio 70 gr Kertas HVS, 2 muka";"lembar";"";"";""
"2f58f4a8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10196";"Cetak Blangko Ukuran 2 folio 80 gr Kertas HVS, 1 muka";"lembar";"";"";""
"2f58f555-a32a-11ec-a539-3aaaa53c3c78";"3.3.10197";"Cetak Blangko Ukuran 2 folio 80 gr Kertas HVS, 2 muka";"lembar";"";"";""
"2f58f605-a32a-11ec-a539-3aaaa53c3c78";"3.3.10198";"Cetak Blangko Ukuran 2 folio Kertas Doorslag warna, 1 muka";"lembar";"";"";""
"2f58f6b5-a32a-11ec-a539-3aaaa53c3c78";"3.3.10199";"Cetak Blangko Ukuran 2 folio Kertas Doorslag, 1 muka";"lembar";"";"";""
"2f58f766-a32a-11ec-a539-3aaaa53c3c78";"3.3.10200";"Cetak Blangko Ukuran 2 folio Kertas HVS warna, 1 muka";"lembar";"";"";""
"2f58f817-a32a-11ec-a539-3aaaa53c3c78";"3.3.10201";"Cetak Blangko Ukuran 2 folio Kertas HVS warna, 2 muka";"lembar";"";"";""
"2f58f8ca-a32a-11ec-a539-3aaaa53c3c78";"3.3.10202";"Cetak Blangko Ukuran 2 folio Kertas HVS, 1 muka";"lembar";"";"";""
"2f58f97e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10203";"Cetak Blangko Ukuran 2 folio Kertas HVS, 2 muka";"lembar";"";"";""
"2f58fa32-a32a-11ec-a539-3aaaa53c3c78";"3.3.10204";"Cetak Blangko Ukuran 2 folio Kertas Manila, 1 muka";"lembar";"";"";""
"2f58fae6-a32a-11ec-a539-3aaaa53c3c78";"3.3.10205";"Cetak Blangko Ukuran 2 folio Kertas Manila, 2 muka";"lembar";"";"";""
"2f58fbb5-a32a-11ec-a539-3aaaa53c3c78";"3.3.10206";"Cetak Blangko Ukuran 2 Kwarto 60 Kertas HVS, 1 muka";"lembar";"";"";""
"2f58fc5a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10207";"Cetak Blangko Ukuran 2 Kwarto 70 Kertas HVS, 1 muka";"lembar";"";"";""
"2f58fcfc-a32a-11ec-a539-3aaaa53c3c78";"3.3.10208";"Cetak Blangko Bill Hotel";"buku";"";"";""
"2f58fda0-a32a-11ec-a539-3aaaa53c3c78";"3.3.10209";"Cetak Blangko Calon Pengantin @ Rp 5000,-";"buku";"";"";""
"2f58fe46-a32a-11ec-a539-3aaaa53c3c78";"3.3.10210";"Cetak Blangko Daftar Harian Ketetapan Pajak 500";"KOTAK";"";"";""
"2f58feeb-a32a-11ec-a539-3aaaa53c3c78";"3.3.10211";"Cetak Blangko Daftar Persediaan BB RKK";"buku";"";"";""
"2f58ff91-a32a-11ec-a539-3aaaa53c3c78";"3.3.10212";"Cetak Blangko Daftar Persediaan BB TPR";"buku";"";"";""
"2f59003c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10213";"Cetak Blangko Dispensasi Kelas Jalan";"buku";"";"";""
"2f5900f1-a32a-11ec-a539-3aaaa53c3c78";"3.3.10214";"Cetak Blangko Disposisi Surat 1/2 Folio HVS 70 gram";"lembar";"";"";""
"2f59019d-a32a-11ec-a539-3aaaa53c3c78";"3.3.10215";"Cetak Blangko DPH PBB (NCR)";"buku";"";"";""
"2f590248-a32a-11ec-a539-3aaaa53c3c78";"3.3.10216";"Cetak Blangko Ijin Kios";"lembar";"";"";""
"2f5902f3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10217";"Cetak Blangko Ijin Masuk Kota ";"buku";"";"";""
"2f59039e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10218";"Cetak Blangko Ijin Penggunaan Jalan ";"buku";"";"";""
"2f59044b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10219";"Cetak Blangko Kartu Tanda Pengenal";"buah";"";"";""
"2f5904f8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10220";"Cetak Blangko Laporan Penertiban Akta oleh PPAT";"lembar";"";"";""
"2f5905a5-a32a-11ec-a539-3aaaa53c3c78";"3.3.10221";"Cetak Blangko Laporan Realisasi Penerimaan";"buku";"";"";""
"2f590655-a32a-11ec-a539-3aaaa53c3c78";"3.3.10222";"Cetak Blangko Laporan Rekap Petugas Pemungut";"buku";"";"";""
"2f590703-a32a-11ec-a539-3aaaa53c3c78";"3.3.10223";"Cetak Blangko LHP (Laporan Hasil Pemeriksaan) Kendaraan Bermotor";"buku";"";"";""
"2f5907b2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10224";"Cetak Blangko Pegawai dan Karyawan @ Rp 4000,-";"buku";"";"";""
"2f590862-a32a-11ec-a539-3aaaa53c3c78";"3.3.10225";"Cetak Blangko Pemberian Ijin Insidentil";"buku";"";"";""
"2f590915-a32a-11ec-a539-3aaaa53c3c78";"3.3.10226";"Cetak Blangko Pengeluaran Benda Berharga";"buku";"";"";""
"2f5909c7-a32a-11ec-a539-3aaaa53c3c78";"3.3.10227";"Cetak Blangko Permintaan Benda Berharga";"buku";"";"";""
"2f590a7a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10228";"Cetak Blangko Piagam/Ijazah Kertas Linen";"lembar";"";"";""
"2f590b2c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10229";"Cetak Blangko SPPT (2 ply/rangkap)";"set";"";"";""
"2f590be1-a32a-11ec-a539-3aaaa53c3c78";"3.3.10230";"Cetak Blangko SPPT biasa (3 ply/rangkap)";"set";"";"";""
"2f590c97-a32a-11ec-a539-3aaaa53c3c78";"3.3.10231";"Cetak Blangko SPPT isi 4000 lbr";"KOTAK";"";"";""
"2f590d69-a32a-11ec-a539-3aaaa53c3c78";"3.3.10232";"Cetak Blangko SPTKG (5 ply) isi 1000 set";"KOTAK";"";"";""
"2f590e0f-a32a-11ec-a539-3aaaa53c3c78";"3.3.10233";"Cetak Blangko SPUKG (5 ply/rangkap)";"set";"";"";""
"2f591001-a32a-11ec-a539-3aaaa53c3c78";"3.3.10236";"Cetak Blangko Surat Perintah Perbaikan";"buku";"";"";""
"2f5910a9-a32a-11ec-a539-3aaaa53c3c78";"3.3.10237";"Cetak Blangko Surat Setoran Pajak Daerah Bea Perolehan Hak Atas Tanah dan Bangunan (SSPD BPHTB) 6 Lembar";"lembar";"";"";""
"2f591152-a32a-11ec-a539-3aaaa53c3c78";"3.3.10238";"Cetak Blangko Tanda Bukti Penerimaan";"buku";"";"";""
"2f5911fd-a32a-11ec-a539-3aaaa53c3c78";"3.3.10239";"Cetak Blangko Tanda Bukti Penerimaan Ukuran 1/2 Kwarto";"buku";"";"";""
"2f5912a7-a32a-11ec-a539-3aaaa53c3c78";"3.3.10240";"Cetak Blangko Tanda Bukti Penerimaan Ukuran Kwarto";"buku";"";"";""
"2f591354-a32a-11ec-a539-3aaaa53c3c78";"3.3.10241";"Cetak Blangko Tanda Terima Sementara Pembayaran PBB (NCR)";"buku";"";"";""
"2f591426-a32a-11ec-a539-3aaaa53c3c78";"3.3.10242";"Cetak Blanko/Formulir/Cetakan KPU : Cetak Kartu Suara 70 Gram";"lembar";"";"";""
"2f5914dd-a32a-11ec-a539-3aaaa53c3c78";"3.3.10243";"Cetak Blanko/Formulir/Cetakan KPU : Formulir C2 KWKm Plano KPU";"lembar";"";"";""
"2f591598-a32a-11ec-a539-3aaaa53c3c78";"3.3.10244";"Cetak Blangko SP2D ukuran Folio, Rangkap 6, Berwarna, berlogo";"KOTAK";"";"";""
"2f591647-a32a-11ec-a539-3aaaa53c3c78";"3.3.10245";"Cetak Blangko Kartu Cetak Pajak Air Tanah ";"buku";"";"";""
"2f5916f7-a32a-11ec-a539-3aaaa53c3c78";"3.3.10246";"Cetak Blangko Sampul Laporan Hasil Pemeriksaan Warna (2 sisi) kertas tebal";"lembar";"";"";""
"2f5917a7-a32a-11ec-a539-3aaaa53c3c78";"3.3.10247";"Cetak Blangko Berita Acara Pemeriksaan Kas (1 warna kertas 80 gr)";"rim";"";"";""
"2f591857-a32a-11ec-a539-3aaaa53c3c78";"3.3.10248";"Cetak Blangko Sampul LHKASN (ukuran folio, kertas Simson)";"buah";"";"";""
"2f591908-a32a-11ec-a539-3aaaa53c3c78";"3.3.10249";"Cetak Blangko Sampul LHKPN (ukuran folio, kertas Simson)";"buah";"";"";""
"2f5919b9-a32a-11ec-a539-3aaaa53c3c78";"3.3.10250";"Cetak Blangko Buku Uji Kendaraan Bermotor";"buku";"";"";""
"2f591a6b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10251";"Cetak Blangko Daftar Penerimaan Harian PBB";"rim";"";"";""
"2f591b1d-a32a-11ec-a539-3aaaa53c3c78";"3.3.10252";"Cetak Blangko Daftar Perjalanan Ijin Trayek 9 ? x 11?3";"dus";"";"";""
"2f591bd0-a32a-11ec-a539-3aaaa53c3c78";"3.3.10253";"Cetak Blangko Daftar Wajib Pajak yang Mengajukan Keberatan PBB";"rim";"";"";""
"2f591c83-a32a-11ec-a539-3aaaa53c3c78";"3.3.10254";"Cetak Blangko Daftar Wajib Pajak yang Mengajukan Pembatalan PBB";"rim";"";"";""
"2f591d36-a32a-11ec-a539-3aaaa53c3c78";"3.3.10255";"Cetak Blangko Daftar Wajib Pajak yang Mengajukan Pembetulan PBB";"rim";"";"";""
"2f591dec-a32a-11ec-a539-3aaaa53c3c78";"3.3.10256";"Cetak Blangko Kantong Kartu Buku ";"buah";"";"";""
"2f591ea2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10257";"Cetak Blangko Karcis Parkir 1500";"lembar";"";"";""
"2f591f75-a32a-11ec-a539-3aaaa53c3c78";"3.3.10258";"Cetak Blangko Karcis Parkir 500";"lembar";"";"";""
"2f59201c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10259";"Cetak Blangko Karcis Pasar/Retribusi Lainnya Tidak Berwarna";"lembar";"";"";""
"2f5920c1-a32a-11ec-a539-3aaaa53c3c78";"3.3.10260";"Cetak Blangko Karcis PKL";"buku";"";"";""
"2f592169-a32a-11ec-a539-3aaaa53c3c78";"3.3.10261";"Cetak Blangko Karcis Retribusi Ijin Dispensasi Kelas Jalan";"lembar";"";"";""
"2f592211-a32a-11ec-a539-3aaaa53c3c78";"3.3.10262";"Cetak Blangko Karcis Retribusi Lainnya Berwarna";"lembar";"";"";""
"2f5922b8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10263";"Cetak Blangko Kartu Barang";"lembar";"";"";""
"2f5923ae-a32a-11ec-a539-3aaaa53c3c78";"3.3.10264";"Cetak Blangko Kartu Kendali Surat Keluar (NCR)";"buku";"";"";""
"2f59245a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10265";"Cetak Blangko Kartu Kendaraan Bermotor";"lembar";"";"";""
"2f592506-a32a-11ec-a539-3aaaa53c3c78";"3.3.10266";"Cetak Blangko Kartu pengawasan ijin trayek 9 ? x 11?3";"dus";"";"";""
"2f5925b2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10267";"Cetak Blangko Kertas Kop SK/ Kop Surat Garuda Emas";"rim";"";"";""
"2f59265f-a32a-11ec-a539-3aaaa53c3c78";"3.3.10268";"Cetak Blangko Kertas Surat Kop Dinas Folio 1 Muka 1 Warna HVS 70 gram";"rim";"";"";""
"2f59270f-a32a-11ec-a539-3aaaa53c3c78";"3.3.10269";"Cetak Blangko Kertas Surat Kop Hot Print HVS 80 gram";"rim";"";"";""
"2f5927bd-a32a-11ec-a539-3aaaa53c3c78";"3.3.10270";"Cetak Blangko Kertas Surat Kop Sekretariat Daerah Folio 1 Muka 1 Warna HVS 70 gram";"rim";"";"";""
"2f592870-a32a-11ec-a539-3aaaa53c3c78";"3.3.10271";"Cetak Blangko Label Buku Vinly";"pak";"";"";""
"2f59292d-a32a-11ec-a539-3aaaa53c3c78";"3.3.10272";"Cetak Blangko Leges Pelayanan Administrasi @ Rp 1.000,-";"buah";"";"";""
"2f5929df-a32a-11ec-a539-3aaaa53c3c78";"3.3.10273";"Cetak Blangko Leges Pelayanan Administrasi @ Rp 500,-";"buah";"";"";""
"2f592a90-a32a-11ec-a539-3aaaa53c3c78";"3.3.10274";"Cetak Blangko Map dengan Lambang Kertas Dico";"buah";"";"";""
"2f592b41-a32a-11ec-a539-3aaaa53c3c78";"3.3.10275";"Cetak Blangko Map Lambang Kertas Crome Coted";"lembar";"";"";""
"2f592bf2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10276";"Cetak Blangko Nota/Memo Dinas";"buku";"";"";""
"2f592ca5-a32a-11ec-a539-3aaaa53c3c78";"3.3.10277";"Cetak Blangko Pembuatan stiker ";"cm2";"";"";""
"2f592ec2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10280";"Cetak Blangko Permohonan Keberatan dan Pengurangan PBB";"rim";"";"";""
"2f592f78-a32a-11ec-a539-3aaaa53c3c78";"3.3.10281";"Cetak Blangko Pipil kios";"lembar";"";"";""
"2f593033-a32a-11ec-a539-3aaaa53c3c78";"3.3.10282";"Cetak Blangko Plat uji dan kelengkapannya";"set";"";"";""
"2f5930ea-a32a-11ec-a539-3aaaa53c3c78";"3.3.10283";"Cetak Blangko Retribusi Air Hangat Sapto Tirto Pablengan";"buku";"";"";""
"2f5931bf-a32a-11ec-a539-3aaaa53c3c78";"3.3.10284";"Cetak Blangko Retribusi Masuk Kawasan Giribangun Matesih  untuk Minibus @ Rp 10.000,-";"buku";"";"";""
"2f593266-a32a-11ec-a539-3aaaa53c3c78";"3.3.10285";"Cetak Blangko Retribusi Masuk Kawasan Giribangun Matesih  untuk Sepeda Motor @ Rp1.000,-";"buku";"";"";""
"2f59330d-a32a-11ec-a539-3aaaa53c3c78";"3.3.10286";"Cetak Blangko Retribusi Masuk Kawasan Giribangun Matesih untuk Bus @ Rp 20.000,-";"buku";"";"";""
"2f5933ea-a32a-11ec-a539-3aaaa53c3c78";"3.3.10287";"Cetak Blangko Retribusi Masuk Kawasan Giribangun Matesih untuk Station Wagon/Sedan/Jeep @ Rp 5.000,-";"buku";"";"";""
"2f593494-a32a-11ec-a539-3aaaa53c3c78";"3.3.10288";"Cetak Blangko Retribusi Masuk Kawasan Rekreasi Candi Sukuh untuk Wisatawan Nusantara @ Rp 3000,-";"buku";"";"";""
"2f59353b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10289";"Cetak Blangko Retribusi Masuk Kawasan Tawangmangu Rp 1.000";"buku";"";"";""
"2f5935f4-a32a-11ec-a539-3aaaa53c3c78";"3.3.10290";"Cetak Blangko Retribusi Masuk Kawasan Tawangmangu Rp 5.000";"buku";"";"";""
"2f5936a0-a32a-11ec-a539-3aaaa53c3c78";"3.3.10291";"Cetak Blangko Retribusi Masuk Obyek Wisata Candi Cetho untuk  Wisatawan Manca Negara @ Rp 10.000,-";"buku";"";"";""
"2f59374b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10292";"Cetak Blangko Retribusi Masuk Obyek Wisata Candi Cetho untuk Wisatawan Nusantara @Rp 3.000";"buku";"";"";""
"2f59382e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10293";"Cetak Blangko Retribusi Masuk Obyek Wisata Candi Sukuh untuk Wisatawan Manca Negara @ Rp 10000,-";"buku";"";"";""
"2f5938e8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10294";"Cetak Blangko Retribusi Masuk Tempat Rekreasi Pemandian";"buku";"";"";""
"2f593996-a32a-11ec-a539-3aaaa53c3c78";"3.3.10295";"Cetak Blangko Retribusi Masuk Tempat Rekreasi Tawangmangu";"buku";"";"";""
"2f593a45-a32a-11ec-a539-3aaaa53c3c78";"3.3.10296";"Cetak Blangko Retribusi Penggunaan Fasilitas Rekreasi Pablengan";"buku";"";"";""
"2f593af3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10297";"Cetak Blangko RKK bus 200";"lembar";"";"";""
"2f593ba3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10298";"Cetak Blangko RKK kios 200";"lembar";"";"";""
"2f593c57-a32a-11ec-a539-3aaaa53c3c78";"3.3.10299";"Cetak Blangko RKK non bus 100";"lembar";"";"";""
"2f593d14-a32a-11ec-a539-3aaaa53c3c78";"3.3.10300";"Cetak Blangko Sampul SPJ";"buah";"";"";""
"2f593dc8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10301";"Cetak Blangko Sheet Katalogus";"pak";"";"";""
"2f593e7a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10302";"Cetak Blangko SK ijin trayek contonous 9 ? x 11?3";"dus";"";"";""
"2f593f2b-a32a-11ec-a539-3aaaa53c3c78";"3.3.10303";"Cetak Blangko SK Ijin Trayek Contonous 9 ? x 11?3";"dus";"";"";""
"2f593fde-a32a-11ec-a539-3aaaa53c3c78";"3.3.10304";"Cetak Blangko SKRD (Surat Keterangan Retribusi Daerah)";"buku";"";"";""
"2f5940b8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10305";"Cetak Blangko Slip Tanggal Kembali";"pak";"";"";""
"2f59416e-a32a-11ec-a539-3aaaa53c3c78";"3.3.10306";"Cetak Blangko SPOP Kolektif";"rim";"";"";""
"2f594227-a32a-11ec-a539-3aaaa53c3c78";"3.3.10307";"Cetak Blangko Stof Map Lambang Kertas Crom Coted ";"buku";"";"";""
"2f5942de-a32a-11ec-a539-3aaaa53c3c78";"3.3.10308";"Cetak Blangko STTS Pembayaran PBB";"buku";"";"";""
"2f594397-a32a-11ec-a539-3aaaa53c3c78";"3.3.10309";"Cetak Blangko Surat Pemberitahuan Objek Pajak dan Lampiran";"rim";"";"";""
"2f594469-a32a-11ec-a539-3aaaa53c3c78";"3.3.10310";"Cetak Blangko Surat Tagihan Pajak Daerah (STPD)";"set";"";"";""
"2f594513-a32a-11ec-a539-3aaaa53c3c78";"3.3.10311";"Cetak Blangko Tiket Masuk Obyek Wisata Air Terjun Parang Ijo";"buku";"";"";""
"2f5945bb-a32a-11ec-a539-3aaaa53c3c78";"3.3.10312";"Cetak Blangko Tiket Masuk Obyek Wisata Jumok";"buku";"";"";""
"2f594662-a32a-11ec-a539-3aaaa53c3c78";"3.3.10313";"Cetak Blangko TPR bus 1500";"lembar";"";"";""
"2f59470c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10314";"Cetak Blangko TPR bus 500";"lembar";"";"";""
"2f5947b6-a32a-11ec-a539-3aaaa53c3c78";"3.3.10315";"Cetak Blangko TPR non bus 300";"lembar";"";"";""
"2f59485f-a32a-11ec-a539-3aaaa53c3c78";"3.3.10316";"Cetak Blangko TPR non bus 400";"lembar";"";"";""
"2f59490c-a32a-11ec-a539-3aaaa53c3c78";"3.3.10317";"Cetak Cover Penerbitan Arsip KTA Lipat 2 Uk 15 x 15 cm";"lembar";"";"";""
"2f5949b9-a32a-11ec-a539-3aaaa53c3c78";"3.3.10318";"Cetak Cover Penerbitan Arsip KTA Lipat 3 Uk 23 x 12,5 cm";"lembar";"";"";""
"2f594a65-a32a-11ec-a539-3aaaa53c3c78";"3.3.10319";"Cetak Cover Penerbitan 3 warna                                            ";"set";"";"";""
"2f594b14-a32a-11ec-a539-3aaaa53c3c78";"3.3.10320";"Cetak Cover Penerbitan 5 warna DF";"set";"";"";""
"2f594bc3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10321";"Cetak Cover Penerbitan Gambar/peta Berwarna A1";"lembar";"";"";""
"2f594c71-a32a-11ec-a539-3aaaa53c3c78";"3.3.10322";"Cetak Cover Penerbitan Kartu Buku Uk12,5 x 7,5 cm";"lembar";"";"";""
"2f594d21-a32a-11ec-a539-3aaaa53c3c78";"3.3.10323";"Cetak Cover Penerbitan Kartu Pendaftaran Uk 12,5 x 7,5 cm";"lembar";"";"";""
"2f594dd2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10324";"Cetak Cover Penerbitan Label Bangunan";"buah";"";"";""
"2f594e81-a32a-11ec-a539-3aaaa53c3c78";"3.3.10325";"Cetak Cover Penerbitan Label Barang Inventaris Lainnya ";"buah";"";"";""
"2f594f32-a32a-11ec-a539-3aaaa53c3c78";"3.3.10326";"Cetak Cover Penerbitan Label Buku";"lembar";"";"";""
"2f594fe3-a32a-11ec-a539-3aaaa53c3c78";"3.3.10327";"Cetak Cover Penerbitan Peta Digital Ukuran 40";"lembar";"";"";""
"2f595096-a32a-11ec-a539-3aaaa53c3c78";"3.3.10328";"Cetak Cover Penerbitan Stiker Kendaraan Bermotor";"buah";"";"";""
"2f59514f-a32a-11ec-a539-3aaaa53c3c78";"3.3.10329";"Cetak Cover Penerbitan Tanggal Kembali";"lembar";"";"";""
"2f59520f-a32a-11ec-a539-3aaaa53c3c78";"3.3.10330";"Cetak Cover Penerbitan Buku";"lembar";"";"";""
"2f595382-a32a-11ec-a539-3aaaa53c3c78";"3.3.10332";"Cetak Cover Penerbitan Foto Ukuran 3 R";"lembar";"";"";""
"2f59543a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10333";"Cetak Cover Penerbitan Foto Ukuran 5 R";"lembar";"";"";""
"2f5954f1-a32a-11ec-a539-3aaaa53c3c78";"3.3.10334";"Cetak Cover Penerbitan Foto Ukuran 8 R";"lembar";"";"";""
"2f5955d2-a32a-11ec-a539-3aaaa53c3c78";"3.3.10335";"Cetak Cover Penerbitan Foto Ukuran 10 R";"lembar";"";"";""
"2f5956aa-a32a-11ec-a539-3aaaa53c3c78";"3.3.10336";"Cetak Cover Penerbitan Foto Ukuran 12 R";"lembar";"";"";""
"2f595752-a32a-11ec-a539-3aaaa53c3c78";"3.3.10337";"Cetak Cover Penerbitan Foto Ukuran 14 R";"lembar";"";"";""
"2f5957f8-a32a-11ec-a539-3aaaa53c3c78";"3.3.10338";"Cetak Cover Penerbitan Foto Ukuran 20 R";"lembar";"";"";""
"2f5958a0-a32a-11ec-a539-3aaaa53c3c78";"3.3.10339";"Cetak Cover Penerbitan Foto Ukuran lebih dari 20 R";"lembar";"";"";""
"2f59594a-a32a-11ec-a539-3aaaa53c3c78";"3.3.10340";"Cetak Kertas Doorslag Ukuran ? Folio 1 Muka 1 warna";"rim";"";"";""
